Route ID:,Route Location:,Is this route predominantly residential or commercial/industrial/mixed use?,Select the statement that best describes the amount and distribution of litter in the street.,ObjectID,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,CreationDate,Analysis Neighborhoods,Evaluation Period,"Does any graffiti include offensive language  (e.g., racial slurs or profanity)?",Does any graffiti appear to be stenciled?,"Are there closed, unlabeled trash bags grouped together? (July 2023-June 2024 only)",Is the pile of item(s) more than 8ft in diameter? (July 2023-June 2024 only)
1877,33RD AVE BETWEEN IRVING ST AND JUDAH ST,2,2,18,0,2,0,,,,0,6,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,08/17/2023 10:14:09 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
1468,California St BETWEEN Lyon St AND Presidio Ave,1,2,19,0,1,0,,,,13,10,0,1,,0,0,0,0,0,0,0,,,0,1,2,0,,0,,01/20/2022 09:32:32 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",January 2022 - December 2022,0,0,,
13048,LINCOLN WAY BETWEEN 32ND AVE AND 33RD AVE,2,2,19,0,2,0,,,,0,2,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,08/17/2023 10:22:25 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
1484,California St BETWEEN Baker St AND Lyon St,2,2,20,0,2,2,0,Plastic storage boxes,0,0,6,5,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,01/20/2022 09:42:48 PM,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,
13376,JUDAH ST BETWEEN 25TH AVE AND 26TH AVE,2,2,20,0,2,0,,,,6,13,7,1,,0,0,0,0,0,0,0,,,0,0,,0,,1,1,08/17/2023 10:48:55 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
9232,Jackson St BETWEEN Broderick St AND Baker St,2,2,22,0,2,1,0,Broken child scooter,0,0,4,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,01/20/2022 10:12:26 PM,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,
15660,WALNUT ST BETWEEN SACRAMENTO ST AND CALIFORNIA ST,2,2,24,0,4,0,,,,0,0,2,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,08/18/2023 05:36:43 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
6421,Divisadero St BETWEEN Washington St AND Jackson St,2,2,26,0,2,0,,,,0,5,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,01/20/2022 10:42:42 PM,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,
4422,Divisadero St BETWEEN Clay St AND Washington St,2,2,30,0,4,3,75,,0,0,1,0,2,1,0,0,0,0,0,0,0,,,1,1,3,0,,0,,01/20/2022 10:54:58 PM,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,
13037,LOCUST ST BETWEEN PACIFIC AVE AND JACKSON ST,2,1,30,,2,0,,,,0,1,0,1,,0,0,0,0,0,0,1,133,,1,0,1,0,,0,,08/18/2023 08:09:38 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
16879,SPRUCE ST BETWEEN WASHINGTON ST AND CLAY ST,2,2,31,0,2,0,,,,0,11,0,1,,2,0,0,0,0,0,0,,,1,0,1,0,,0,,08/18/2023 08:40:59 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
601,Ellis St BETWEEN Gough St AND Laguna St,2,4,32,0,4,0,,,,5,6,1,4,1,3,0,0,0,1,0,0,,,1,1,3,0,,0,,01/20/2022 10:58:17 PM,22 - Western Addition,January 2022 - December 2022,0,0,,
3987,ARGUELLO BLVD BETWEEN SACRAMENTO ST AND CALIFORNIA ST,2,2,32,0,2,0,,,,0,2,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,08/18/2023 09:08:42 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
71,Starr King Way BETWEEN Franklin St AND Gough St,2,2,33,0,2,0,,,,4,53,4,1,,4,0,0,0,1,0,0,,,1,1,1,0,,1,12456,01/20/2022 11:01:02 PM,22 - Western Addition,January 2022 - December 2022,0,0,,
10588,LAKE ST BETWEEN 08TH AVE AND 09TH AVE,2,2,34,0,2,0,,,,0,3,0,1,,1,0,0,0,0,0,0,,,1,0,3,0,,0,,08/18/2023 09:39:15 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
14038,Scott St BETWEEN Washington St AND Jackson St,2,2,35,0,2,0,,,,0,3,0,2,1,0,0,0,0,1,0,0,,,1,0,2,0,,0,,01/20/2022 11:06:36 PM,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,
1900,Steiner St BETWEEN California St AND Perine Pl,1,2,40,0,3,0,,,,7,4,0,1,,1,0,0,0,0,0,0,,,1,1,1,0,,0,,01/21/2022 12:15:33 AM,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,
9901,LANDERS ST BETWEEN 15TH ST AND ALERT ALY,2,2,40,0,3,0,,,,0,1,8,1,,1,0,0,0,0,0,1,312,,1,0,1,0,,0,,08/21/2023 04:07:00 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
5029,CHURCH ST BETWEEN 14TH ST AND MARKET ST,1,2,42,0,2,0,,,,0,9,0,1,,0,0,0,0,1,0,0,,,0,0,,0,,0,,08/21/2023 04:37:49 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
1841,Fillmore St BETWEEN Sacramento St AND Clay St,1,3,43,0,3,6,70,Wine boxes,0,99,17,2,1,,0,0,0,0,1,0,0,,,1,0,2,0,,1,125,01/21/2022 12:30:33 AM,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,
4378,15TH ST BETWEEN MARKET ST AND SANCHEZ ST,1,2,43,0,2,0,,,,1,7,0,1,,1,0,0,0,1,0,0,,,0,0,,0,,0,,08/21/2023 04:54:32 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
9917,SANCHEZ ST BETWEEN HENRY ST AND 15TH ST,1,2,44,0,2,0,,,,0,3,9,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,08/21/2023 05:08:13 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
6853,Hayes St BETWEEN Van Ness Ave AND Franklin St,1,2,46,0,3,1,7,,0,0,10,13,1,,0,0,0,0,1,0,0,,,1,0,3,1,0,1,9,01/21/2022 03:43:13 PM,22 - Western Addition,January 2022 - December 2022,0,0,,
12282,ORD ST BETWEEN SATURN ST AND 17TH ST,2,2,48,0,2,0,,,,0,1,0,1,,1,0,0,0,0,0,0,,,1,1,2,0,,0,,08/21/2023 07:27:07 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
16796,ORD ST BETWEEN 17TH ST AND CORBETT AVE,2,3,49,0,2,0,,,,0,2,1,1,,0,0,0,0,1,0,0,,,0,1,2,0,,0,,08/21/2023 07:33:47 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
1744,EUREKA ST BETWEEN 18TH ST AND 19TH ST,2,2,52,0,2,0,,,,1,4,0,1,,1,0,0,0,0,0,0,,,1,0,1,0,,0,,08/21/2023 08:25:27 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
14279,THORP LN BETWEEN LAMSON LN AND CLOVER LN,2,1,53,,1,0,,,,1,0,1,1,,0,0,0,0,0,0,1,3,,0,0,,0,,0,,08/21/2023 08:40:17 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
9987,CASELLI AVE BETWEEN DANVERS ST AND 19TH ST,2,1,57,,1,0,,,,0,1,0,1,,5,0,0,0,0,0,0,,,1,1,1,0,,0,,08/21/2023 09:17:59 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
9226,HANCOCK ST BETWEEN SANCHEZ ST AND NOE ST,2,2,59,0,2,0,,,,0,3,0,1,,1,0,0,0,0,0,0,,,1,0,3,0,,0,,08/21/2023 09:59:08 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
2825,NOE ST BETWEEN 20TH ST AND 20TH ST,2,1,60,,1,0,,,,0,2,0,1,,1,0,0,0,0,0,0,,,0,0,,0,,0,,08/21/2023 10:32:06 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
8423,Buchanan St BETWEEN Lombard St AND Chestnut St,2,3,62,0,4,1,7,,0,0,8,0,2,1,1,0,0,0,1,0,0,,,1,0,1,1,0,0,,01/21/2022 08:10:47 PM,16 - Marina,January 2022 - December 2022,0,0,,
10337,PACHECO ST BETWEEN 43RD AVE AND 44TH AVE,2,2,62,0,2,0,,,,0,2,3,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,08/22/2023 04:33:57 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
11648,QUINTARA ST BETWEEN 46TH AVE AND 47TH AVE,2,1,63,,1,0,,,,0,4,11,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,08/22/2023 04:47:26 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
1312,Greenwich St BETWEEN Buchanan St AND Webster St,2,4,65,0,2,0,,,,0,4,0,2,1,1,0,0,0,1,0,0,,,0,0,,0,,0,,01/21/2022 08:52:14 PM,16 - Marina,January 2022 - December 2022,0,0,,
9306,TARAVAL ST BETWEEN 40TH AVE AND 41ST AVE,1,2,65,0,3,0,,,,1,4,9,5,2,5,0,0,0,1,0,0,,,0,0,,0,,1,12,08/22/2023 05:28:32 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
1576,39TH AVE BETWEEN SANTIAGO ST AND TARAVAL ST,2,2,66,0,2,0,,,,0,40,4,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,08/22/2023 05:44:32 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
16154,ULLOA ST BETWEEN 41ST AVE AND 42ND AVE,2,2,67,0,2,0,,,,0,3,2,2,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,08/22/2023 05:58:11 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
5148,43RD AVE BETWEEN WAWONA ST AND SLOAT BLVD,2,2,69,0,2,0,,,,0,1,1,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,08/22/2023 06:21:24 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
7860,GREAT HWY BETWEEN VICENTE ST AND CUTLER AVE,2,2,71,0,2,0,,,,0,2,2,1,,2,0,0,0,0,0,1,3,,0,0,,0,,0,,08/22/2023 07:37:48 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
14463,Webster St BETWEEN Green St AND Union St,2,3,72,0,3,1,6,,0,1,1,0,2,1,3,0,0,0,0,0,0,,,1,0,3,0,,0,,01/21/2022 10:06:59 PM,16 - Marina,January 2022 - December 2022,0,0,,
15440,YORBA ST BETWEEN EASEMENT AND 35TH AVE,2,1,72,,1,0,,,,0,4,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,08/22/2023 08:15:13 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
136,SLOAT BLVD BETWEEN 19TH AVE AND 21ST AVE,2,4,77,0,4,0,,,,0,10,14,1,,0,0,0,0,0,0,1,2,,1,1,2,0,,0,,08/22/2023 09:38:32 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
16937,OCEAN AVE BETWEEN 25TH AVE AND 26TH AVE,2,2,78,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,08/22/2023 09:59:32 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
9071,TARAVAL ST BETWEEN 28TH AVE AND 29TH AVE,1,2,79,0,2,0,,,,2,0,9,1,,1,0,0,0,0,0,0,,,0,0,,0,,0,,08/22/2023 10:43:24 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
2955,21st St BETWEEN Valencia St AND Guerrero St,2,2,80,0,4,9,45110,golf clubs,0,5,1,5,1,,0,0,0,0,0,0,1,1213,,1,0,3,0,,0,,01/22/2022 12:12:02 AM,20 - Mission,January 2022 - December 2022,0,0,,
12770,MARIPOSA ST BETWEEN DE HARO ST AND RHODE ISLAND ST,1,4,81,0,2,0,,,,1,4,0,1,,1,0,0,0,0,0,0,,,1,0,3,0,,0,,08/28/2023 07:30:19 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
3040,20th St BETWEEN Valencia St AND Guerrero St,2,4,82,0,3,4,4211,,0,43,8,12,1,,9,0,0,0,0,0,1,12,,1,0,3,0,,0,,01/22/2022 01:03:23 AM,20 - Mission,January 2022 - December 2022,0,0,,
16415,TEXAS ST BETWEEN MARIPOSA ST AND 18TH ST,2,3,82,0,4,0,,,,0,7,0,1,,6,0,0,0,0,0,0,,,1,0,3,0,,0,,08/28/2023 07:46:18 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
13127,Liberty St BETWEEN Guerrero St AND Dolores St,2,2,83,0,2,0,,,,2,3,0,1,,0,0,0,0,0,0,0,,,1,0,3,0,,0,,01/22/2022 01:19:42 AM,20 - Mission,January 2022 - December 2022,0,0,,
5443,Fair Oaks St BETWEEN 21st St AND 22nd St,2,2,84,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,0,,,1,1,3,0,,0,,01/22/2022 01:34:57 AM,20 - Mission,January 2022 - December 2022,0,0,,
3246,CONNECTICUT ST BETWEEN 17TH ST AND MARIPOSA ST,2,2,85,0,4,0,,,,0,7,0,3,1,4,0,0,0,0,0,0,,,1,0,2,0,,1,56,08/28/2023 08:11:28 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
159,19TH ST BETWEEN MISSOURI ST AND CONNECTICUT ST,2,4,86,0,4,0,,,,4,2,0,1,,0,0,0,0,0,0,1,13,,0,0,,0,,0,,08/28/2023 08:22:21 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
4610,20TH ST BETWEEN 03RD ST AND TENNESSEE ST,1,2,88,0,2,0,,,,0,10,0,1,,0,0,0,0,1,0,0,,,0,0,,0,,1,6,08/28/2023 08:42:23 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
2878,22ND ST BETWEEN MINNESOTA ST AND INDIANA ST,2,2,89,0,2,0,,,,0,20,0,1,,0,0,0,0,1,0,1,2,,0,0,,0,,0,,08/28/2023 08:55:44 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
7355,GEARY BLVD BETWEEN 24TH AVE AND 25TH AVE,1,2,95,0,3,0,,,,43,18,5,1,,0,0,0,0,1,0,0,,,1,0,2,0,,1,5,08/29/2023 05:56:04 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
7338,GEARY BLVD BETWEEN 32ND AVE AND 33RD AVE,2,3,98,0,3,0,,,,2,19,3,3,3,0,0,0,0,1,0,0,,,1,0,2,0,,0,,08/29/2023 06:46:07 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
5629,Commercial St BETWEEN Montgomery St AND Kearny St,1,2,99,0,3,5,63,,0,20,32,0,1,,0,0,0,0,1,0,0,,,0,0,,0,,0,,01/25/2022 10:26:08 PM,21 - Chinatown,January 2022 - December 2022,0,0,,
6574,03RD ST BETWEEN MISSION BAY BLVD NORTH AND MISSION BAY BLVD SOUTH,1,2,106,0,2,0,,,,0,8,0,1,,0,0,0,0,1,0,0,,,0,0,,0,,0,,08/29/2023 07:54:50 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
468,Alana Way BETWEEN Executive Park Blvd AND Harney Way,2,2,109,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,1,13,,1,0,3,0,,0,,01/26/2022 06:34:11 PM,6 - Bayview Hunters Point,January 2022 - December 2022,0,0,,
2145,Holloway Ave BETWEEN Junipero Serra Blvd AND 19th Ave,2,2,110,0,3,0,,,,1,42,2,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,01/26/2022 06:51:58 PM,11 - West of Twin Peaks,January 2022 - December 2022,0,0,,
4054,Arballo Dr BETWEEN Acevedo Ave AND Gonzalez Dr,2,2,115,0,2,0,,,,0,9,3,2,1,0,0,0,0,1,0,0,,,1,1,1,0,,0,,01/26/2022 07:58:10 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2022 - December 2022,0,0,,
13997,Serrano Dr BETWEEN Tapia Dr AND Arballo Dr,2,2,118,0,2,0,,,,2,6,0,2,1,1,0,0,0,1,0,0,,,1,1,1,0,,0,,01/26/2022 08:08:42 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2022 - December 2022,0,0,,
6187,CABRILLO ST BETWEEN 45TH AVE AND 46TH AVE,2,2,119,0,3,0,,,,7,4,2,1,,2,0,0,0,0,0,0,,,0,0,,0,,0,,08/29/2023 09:18:58 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
7676,Font Blvd BETWEEN Serrano Dr AND Holloway Ave,2,2,120,0,2,0,,,,7,3,1,2,1,1,0,0,0,0,0,0,,,1,0,2,0,,1,12,01/26/2022 08:24:39 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2022 - December 2022,0,0,,
3130,KEARNY ST BETWEEN FRESNO ST AND VALLEJO ST,2,2,120,0,2,0,,,,8,48,0,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,08/29/2023 09:20:04 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,,
1566,40TH AVE BETWEEN CABRILLO ST AND FULTON ST,2,2,121,0,2,0,,,,0,5,2,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,08/29/2023 09:47:35 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
7675,Font Blvd BETWEEN Holloway Ave AND Arballo Dr,2,2,122,0,2,0,,,,0,19,2,4,1,1,0,0,0,0,0,0,,,1,1,2,0,,0,,01/26/2022 08:37:23 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",January 2022 - December 2022,0,0,,
16977,DUNNES ALY BETWEEN START: 1-99 BLOCK AND KEARNY ST,1,2,123,0,2,0,,,,18,4,0,2,1,0,0,0,0,0,0,1,3,,0,0,,0,,0,,08/29/2023 09:55:44 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,,
12203,17TH ST BETWEEN CONNECTICUT ST AND ARKANSAS ST,1,2,124,0,5,0,,,,20,0,0,2,1,3,0,0,0,0,0,0,,,1,0,3,0,,0,,08/29/2023 10:00:22 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
10175,Lyndhurst Dr BETWEEN Stratford Dr AND Denslowe Dr,2,2,125,0,2,0,,,,0,7,0,2,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,01/26/2022 09:20:53 PM,11 - West of Twin Peaks,January 2022 - December 2022,0,0,,
12232,16TH ST BETWEEN MISSOURI ST AND WISCONSIN ST,1,2,127,0,2,0,,,,13,9,0,2,1,3,0,0,0,1,0,0,,,0,0,,0,,1,65,08/29/2023 10:22:10 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
12112,18th St BETWEEN Noe St AND Hartford St,1,2,128,0,2,0,,,,1,0,0,1,,0,0,0,0,0,0,0,,,1,0,3,0,,0,,01/26/2022 09:43:51 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
334,VIA FERLINGHETTI BETWEEN START: 1-99 BLOCK AND UNION ST,2,2,128,0,2,0,,,,0,9,0,2,1,0,0,0,0,0,0,1,30,"Stacked restaurant chairs, pallets",1,0,3,0,,0,,08/29/2023 10:24:20 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,,
6498,Junipero Serra Blvd BETWEEN Stonecrest Dr AND Winston Dr,2,3,129,0,2,0,,,,0,4,1,4,1,2,0,0,0,0,0,0,,,1,0,1,0,,0,,01/26/2022 09:48:18 PM,11 - West of Twin Peaks,January 2022 - December 2022,0,0,,
15702,Visitacion Ave BETWEEN Schwerin St AND Rey St,2,2,130,0,3,0,,,,0,5,0,1,,6,0,0,0,0,0,0,,,0,0,,0,,0,,01/26/2022 09:48:55 PM,"10 - Portola, Visitacion Valley",January 2022 - December 2022,0,0,,
13792,SOUTHARD PL BETWEEN GREENWICH ST AND END: 1-99 BLOCK,2,1,130,,2,0,,,,0,3,0,1,,0,0,0,0,0,0,1,3,,1,0,1,0,,0,,08/29/2023 10:53:04 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,,
1659,37TH AVE BETWEEN UNNAMED 010 AND GEARY BLVD,2,2,131,0,3,0,,,,0,3,0,1,,0,0,0,0,0,0,0,,,0,0,,1,0,0,,08/29/2023 10:56:13 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
1491,43RD AVE BETWEEN POINT LOBOS AVE AND GEARY BLVD,2,2,133,0,2,0,,,,1,1,5,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,08/29/2023 11:07:24 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
5571,EASTMAN ST BETWEEN GREEN ST AND RUSSELL ST,2,2,134,0,2,0,,,,0,11,0,2,1,0,0,0,0,0,0,1,3,,1,0,3,0,,0,,08/29/2023 11:16:40 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,,
9457,STEVENSON ST BETWEEN 06TH ST AND 07TH ST,1,2,135,0,4,0,,,,50,15,4,1,,3,0,0,0,0,0,0,,,1,0,2,0,,0,,08/30/2023 04:33:09 PM,23 - South of Market,July 2023 - June 2024,0,0,,
11502,Sanchez St BETWEEN 16th St AND 17th St,2,4,137,0,3,5,1153,,0,0,13,2,2,1,0,0,0,0,1,0,0,,,1,1,3,0,,0,,01/26/2022 11:04:59 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
11369,JULIA ST BETWEEN MINNA ST AND END: 50-99 BLOCK,2,2,137,0,2,0,,,,12,1,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,08/30/2023 05:10:07 PM,23 - South of Market,July 2023 - June 2024,0,0,,
417,16th St BETWEEN Church St AND Sanchez St,2,3,138,0,3,7,11435,,0,9,0,1,1,,2,0,0,0,1,0,1,2,,1,0,3,0,,0,,01/26/2022 11:26:29 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
10964,OCEAN AVE BETWEEN WOODACRE DR AND 19TH AVE,1,2,138,0,2,0,,,,12,7,0,4,1,0,0,0,0,1,0,0,,,1,0,2,0,,0,,08/30/2023 05:30:22 PM,11 - West of Twin Peaks,July 2023 - June 2024,0,0,,
8094,MERCEDES WAY BETWEEN JUNIPERO SERRA BLVD AND LUNADO WAY,2,3,143,0,2,0,,,,0,9,0,4,2,0,0,0,0,0,0,0,,,1,0,2,0,,0,,08/30/2023 06:02:28 PM,11 - West of Twin Peaks,July 2023 - June 2024,0,0,,
2339,BERWICK PL BETWEEN START: 1-39 BLOCK AND HERON ST,2,2,144,0,2,0,,,,5,7,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,08/30/2023 06:05:21 PM,23 - South of Market,July 2023 - June 2024,0,0,,
15474,WINSTON DR BETWEEN 19TH AVE AND 20TH AVE,1,2,146,0,3,0,,,,101,101,25,4,6,0,0,0,0,1,0,0,,,0,0,,0,,1,96512,08/30/2023 06:37:43 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,,
3033,Dolores St BETWEEN 14th St AND 15th St,2,3,147,0,3,9,850,large sections of stone,0,8,2,3,4,1,0,0,0,0,1,0,0,,,1,1,3,0,,0,,01/27/2022 12:52:23 AM,20 - Mission,January 2022 - December 2022,0,0,,
1210,BRANNAN ST BETWEEN 09TH ST AND DORE ST,1,2,147,0,2,0,,,,8,11,4,1,,2,0,0,0,0,0,0,,,0,0,,0,,0,,08/30/2023 06:40:23 PM,23 - South of Market,July 2023 - June 2024,0,0,,
2173,Dolores St BETWEEN 16th St AND 17th St,2,3,148,0,3,3,637,,0,7,7,5,1,,0,0,0,0,1,1,0,,,1,1,3,0,,0,,01/27/2022 01:12:07 AM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
1711,BRYANT ST BETWEEN 07TH ST AND LANGTON ST,1,2,148,0,2,0,,,,0,12,0,1,,1,0,0,0,0,0,0,,,1,1,3,0,,0,,08/30/2023 06:57:13 PM,23 - South of Market,July 2023 - June 2024,0,0,,
12777,MARIN ST BETWEEN ILLINOIS ST AND 03RD ST,1,2,149,0,4,0,,,,9,14,0,5,3,0,0,0,0,0,0,1,30,Truck parked on sidewalk,1,0,1,0,,0,,08/30/2023 07:31:26 PM,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,,
1370,45th Ave BETWEEN Vicente St AND Wawona St,2,2,151,0,3,1,2,,0,0,1,2,2,1,3,0,0,0,0,0,0,,,1,0,2,0,,0,,01/27/2022 07:30:43 PM,12 - Sunset/Parkside,January 2022 - December 2022,0,0,,
4048,EUCALYPTUS DR BETWEEN 22ND AVE AND MELBA AVE,2,3,153,0,2,0,,,,0,0,1,2,1,0,0,0,0,0,0,0,,,1,1,2,0,,0,,08/30/2023 08:07:12 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,,
5482,DAKOTA ST BETWEEN 23RD ST AND 25TH ST,2,2,154,0,3,0,,,,0,7,0,2,1,0,0,0,0,0,0,1,30,autos parked on sidewalk,0,0,,0,,0,,08/30/2023 08:12:25 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
1379,45th Ave BETWEEN Taraval St AND Ulloa St,2,2,155,0,2,1,5,,0,0,6,0,2,1,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,01/27/2022 08:34:39 PM,12 - Sunset/Parkside,January 2022 - December 2022,0,0,,
5134,44th Ave BETWEEN Santiago St AND Taraval St,2,3,156,0,2,2,115,,0,2,6,0,2,1,0,0,0,0,0,0,0,,,1,1,2,0,,0,,01/27/2022 08:48:15 PM,12 - Sunset/Parkside,January 2022 - December 2022,0,0,,
1452,43rd Ave BETWEEN Santiago St AND Taraval St,2,2,157,0,1,1,11,,0,0,3,0,2,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,01/27/2022 08:58:55 PM,12 - Sunset/Parkside,January 2022 - December 2022,0,0,,
